,,,,,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
168,PNG,Papua New Guinea,AG.LND.ARBL.ZS,Arable land (% of land area),0.165614,0.165614,0.165614,0.165614,0.165614,0.176655,0.187696,0.187696,0.200945,0.225235,0.238484,0.251733,0.264983,0.278232,0.291481,0.304730,0.317979,0.353310,0.364351,0.368767,0.379808,0.386433,0.395266,0.397474,0.404098,0.408515,0.410723,0.415139,0.419556,0.423972,0.423972,0.423972,0.426180,0.426180,0.428389,0.430597,0.435013,0.439429,0.448262,0.452679,0.463720,0.485801,0.496842,0.507883,0.529965,0.552047,0.552047
169,PRY,Paraguay,AG.LND.ARBL.ZS,Arable land (% of land area),1.76189,1.78958,1.83489,1.91543,1.97332,2.03625,2.03625,2.02618,2.02618,2.02618,2.02618,2.02618,2.02366,2.31563,2.61767,2.91971,3.19658,3.49862,3.77549,4.07752,4.38208,4.48024,4.58092,4.68160,4.78228,4.90813,5.00881,5.10949,5.21017,5.31085,5.41153,5.78908,5.78908,6.16663,6.54417,6.54417,6.54417,7.17342,7.42512,7.60131,7.80267,8.07954,8.55777,9.81626,9.81626,10.5714,10.8231
170,PER,Peru,AG.LND.ARBL.ZS,Arable land (% of land area),1.40313,1.50703,1.71875,1.88984,1.96172,1.88828,1.89531,1.91406,1.92266,1.99844,1.99844,2.22656,2.26563,2.26563,2.27344,2.34375,2.42422,2.45703,2.47734,2.51563,2.53516,2.56641,2.60391,2.63594,2.63750,2.64453,2.65625,2.65625,2.65625,2.73438,2.77344,2.81250,2.81250,2.81406,2.81250,2.81250,2.81250,2.81250,2.85156,2.89063,2.85156,2.85156,2.85156,2.81250,2.85156,2.85156,2.89063
171,PHL,Philippines,AG.LND.ARBL.ZS,Arable land (% of land area),16.4320,16.3616,16.2945,16.2275,16.1604,16.0933,15.9592,15.8587,15.7581,15.6575,15.5703,15.7581,15.9273,16.0971,16.2659,16.7690,17.1043,17.2720,17.4397,17.5336,17.5068,17.5739,17.6409,17.7080,17.9428,18.1105,18.1776,18.2446,18.3117,18.3788,18.4023,18.2279,18.0602,17.8925,17.7248,17.5571,17.3894,17.2217,17.0540,16.8830,16.7153,16.5510,16.4336,16.7690,16.7690,17.1043,17.1043
172,POL,Poland,AG.LND.ARBL.ZS,Arable land (% of land area),52.3303,51.9529,51.6378,51.5328,50.6663,50.6630,50.1871,50.1018,49.5733,49.5208,49.1663,48.7200,48.5787,48.4669,48.5275,48.4668,48.3928,48.2943,48.1088,48.0101,47.6538,47.5634,47.5321,47.7340,47.6567,47.5712,47.5596,47.5086,47.3475,47.2637,47.1717,47.0961,46.9910,46.9792,46.6851,46.0113,46.0179,46.1839,46.2347,45.9752,44.6328,42.4761,41.1018,41.4394,39.6337,40.6481,41.0912
173,PRT,Portugal,AG.LND.ARBL.ZS,Arable land (% of land area),27.3989,27.3552,27.3115,27.2678,27.2240,27.1803,27.1366,27.0929,27.0492,27.0055,26.9618,26.9180,26.8634,26.8087,26.7541,26.6995,26.6448,26.5902,26.5355,26.4809,26.4262,26.3716,26.3169,26.2623,26.2077,26.1530,26.0984,26.0437,25.9891,25.6175,25.2350,24.8634,24.4809,24.0437,23.5301,21.8579,20.5683,20.7650,18.7432,17.9235,17.0492,17.1148,16.2514,15.8142,13.7924,12.5355,11.8361
174,PRI,Puerto Rico,AG.LND.ARBL.ZS,Arable land (% of land area),25.2537,24.0135,23.9008,21.5333,24.2390,21.0823,19.1657,18.4893,18.7148,17.1364,14.6561,12.9651,10.7103,10.7103,10.5975,10.5975,10.8230,11.0485,10.9357,8.34273,7.66629,7.55355,7.21533,7.44081,7.10259,7.21533,7.10259,8.68095,7.89177,7.32807,6.20068,5.86246,3.60767,3.72041,3.72041,3.72041,4.17136,5.80609,6.15558,6.73055,7.31680,7.66629,7.32807,7.32807,7.32807,7.21533,6.98985
175,QAT,Qatar,AG.LND.ARBL.ZS,Arable land (% of land area),0.0862813,0.0862813,0.0862813,0.0862813,0.0862813,0.0862813,0.0862813,0.0862813,0.0862813,0.0862813,0.0862813,0.0862813,0.0862813,0.172563,0.172563,0.172563,0.172563,0.0862813,0.172563,0.345125,0.431406,0.517688,0.603969,0.690250,0.690250,0.690250,0.776532,0.776532,0.776532,0.862813,0.776532,1.03538,1.12166,1.20794,1.29422,1.38050,1.55306,1.55306,1.55306,1.55306,1.55306,1.55306,1.55306,1.55306,1.55306,1.55306,1.55306
176,ROM,Romania,AG.LND.ARBL.ZS,Arable land (% of land area),42.7759,43.0755,42.7759,42.6630,42.6066,42.5328,42.5415,42.5328,42.4199,42.2549,42.2332,42.1681,41.9293,42.1247,42.2897,42.3722,42.4633,42.5588,42.6196,42.6934,42.7585,42.8497,42.9973,43.1319,43.3490,43.4358,43.7614,43.8786,41.2383,41.2034,41.0660,40.7784,40.7086,40.6910,40.6859,40.6806,40.7180,40.6159,40.6446,40.8385,40.7949,40.7883,40.7784,38.7609,39.0686,38.8686,37.2048
177,RUS,Russian Federation,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05420,7.90532,7.83953,7.78465,7.69473,7.78245,7.69976,7.62577,7.59242,7.56146,7.53711,7.48179,7.45646,7.43411,7.42312,7.42312
178,RWA,Rwanda,AG.LND.ARBL.ZS,Arable land (% of land area),19.6595,19.8622,20.0649,20.2675,20.4702,20.6729,20.8756,21.1188,21.4025,21.1593,22.6996,25.1723,24.7264,27.0774,27.8071,28.3745,28.9826,29.5906,30.1986,30.8067,31.4147,32.0227,32.6307,33.2388,33.5225,33.8062,34.1305,34.4143,34.4548,35.6709,35.6709,35.6709,34.4548,28.3745,28.3745,30.4013,32.4281,33.2388,35.1034,36.4816,40.5351,45.2371,46.6153,46.6153,46.6153,46.6153,48.6421
179,WSM,Samoa,AG.LND.ARBL.ZS,Arable land (% of land area),11.3074,11.3074,11.3074,11.3074,11.3074,11.3074,11.3074,11.6608,11.6608,11.6608,12.0141,12.0141,12.0141,12.3675,12.3675,12.3675,12.3675,12.3675,12.3675,12.3675,12.3675,12.3675,12.3675,12.3675,12.3675,12.3675,12.3675,12.3675,12.7209,12.7209,12.7209,10.6007,10.6007,10.6007,10.6007,10.6007,10.6007,10.6007,8.83392,8.83392,8.83392,8.83392,8.83392,8.83392,8.83392,8.83392,8.83392
180,SMR,San Marino,AG.LND.ARBL.ZS,Arable land (% of land area),16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667,16.6667
181,STP,Sao Tome and Principe,AG.LND.ARBL.ZS,Arable land (% of land area),1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,1.04167,2.08333,2.08333,2.08333,2.08333,2.08333,2.08333,2.08333,2.08333,2.08333,3.12500,4.16667,4.16667,5.20833,5.20833,6.25000,6.25000,6.25000,7.29167,8.33333,9.37500,9.37500,9.37500,9.37500
182,SAU,Saudi Arabia,AG.LND.ARBL.ZS,Arable land (% of land area),0.570000,0.580000,0.590000,0.600000,0.610000,0.620000,0.630000,0.645000,0.660000,0.680000,0.700000,0.725000,0.750000,0.780000,0.810000,0.840000,0.870000,0.895000,0.920000,0.945000,0.970000,0.995000,1.10000,1.17500,1.27500,1.35000,1.45000,1.52500,1.60000,1.69500,1.78950,1.82500,1.83600,1.83350,1.82750,1.68050,1.81950,1.81850,1.79700,1.79600,1.80000,1.80000,1.80000,1.75000,1.75000,1.72500,1.70000
183,SEN,Senegal,AG.LND.ARBL.ZS,Arable land (% of land area),15.2340,15.2340,15.7534,15.7534,16.2676,16.2676,16.7870,17.6648,16.5533,16.3507,16.7714,16.7714,17.0311,17.2908,17.2856,17.2752,16.2260,16.2209,16.2157,16.2105,16.2053,16.1949,16.1845,16.1741,16.1533,16.1377,16.1222,16.0910,16.0702,16.0598,15.4418,15.7586,15.7482,15.8105,15.2807,15.3742,15.3950,15.3638,15.6235,15.8417,16.1533,16.1014,15.4885,15.7742,16.4961,15.5093,15.5041
184,SRB,Serbia,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5509,37.3359
185,SYC,Seychelles,AG.LND.ARBL.ZS,Arable land (% of land area),2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391
186,SLE,Sierra Leone,AG.LND.ARBL.ZS,Arable land (% of land area),4.95672,5.02653,5.09634,5.16616,5.23597,5.30578,5.37559,5.44541,5.51522,5.58503,5.65485,5.72466,5.79447,5.86428,5.93410,6.00391,6.07372,6.14354,6.21335,6.28316,6.35297,6.42279,6.49260,6.56241,6.63223,6.70204,6.77185,6.78581,6.78581,6.78581,6.78581,6.78581,6.78581,6.77185,6.77185,6.77185,6.75789,6.75789,6.75789,6.84166,6.98129,7.46998,7.95867,8.37755,11.1701,12.5663,12.5663
187,SGP,Singapore,AG.LND.ARBL.ZS,Arable land (% of land area),4.47761,5.97015,5.97015,5.97015,5.97015,5.97015,5.97015,4.47761,4.47761,5.97015,2.98508,4.47761,4.47761,2.98508,2.98508,2.98508,2.98508,2.98508,2.98508,2.98508,2.98508,2.98508,2.98508,2.98508,2.98508,2.98508,2.98508,2.98508,1.49254,1.49254,1.49254,1.49254,1.49254,1.49254,1.49254,1.49254,1.49254,1.49254,1.49254,1.49254,1.49254,1.48148,0.873362,0.870827,0.870827,0.864553,0.860832
188,SVK,Slovak Republic,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4740,32.4532,32.3701,32.2869,32.2245,32.1622,31.9958,31.7672,29.9792,29.3139,29.3702,28.9605,28.9189,28.6487,28.6279
189,SVN,Slovenia,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93049,9.93049,9.73188,9.73188,9.48362,8.58987,8.54022,8.49057,8.58987,8.58987,8.34161,8.58987,8.73883,8.83813,8.88779,8.78848
190,SLB,Solomon Islands,AG.LND.ARBL.ZS,Arable land (% of land area),0.357270,0.357270,0.357270,0.357270,0.357270,0.357270,0.357270,0.357270,0.357270,0.357270,0.357270,0.357270,0.357270,0.357270,0.357270,0.357270,0.392998,0.428725,0.428725,0.428725,0.428725,0.464452,0.464452,0.464452,0.464452,0.464452,0.357270,0.357270,0.392998,0.392998,0.392998,0.392998,0.392998,0.392998,0.428725,0.428725,0.428725,0.464452,0.500179,0.500179,0.535906,0.535906,0.571633,0.571633,0.571633,0.571633,0.571633
191,SOM,Somalia,AG.LND.ARBL.ZS,Arable land (% of land area),1.42028,1.42825,1.43622,1.44419,1.45216,1.46013,1.46810,1.47607,1.48404,1.49201,1.49998,1.50795,1.51592,1.52230,1.53027,1.53824,1.54462,1.55259,1.56056,1.56853,1.57650,1.58447,1.59244,1.60041,1.60838,1.61635,1.62273,1.62751,1.62751,1.62910,1.62910,1.63070,1.63229,1.64185,1.64982,1.65620,1.66258,1.66258,1.66258,1.66258,1.66576,1.91284,1.99254,2.15194,2.15194,1.81720,1.59403
192,ZAF,South Africa,AG.LND.ARBL.ZS,Arable land (% of land area),9.88085,9.92202,9.96319,10.0044,10.0455,10.0702,10.0867,10.1196,10.1526,10.1855,10.2185,10.2514,10.2843,10.3173,10.3502,10.3848,10.3502,10.3173,10.2761,10.2432,10.2102,10.1732,10.1732,10.1732,10.1732,10.2761,10.4325,10.5890,10.8278,11.0666,11.3053,11.5441,11.7829,12.0217,12.2811,12.2481,12.1946,12.1790,12.1477,12.1477,12.1477,12.1477,12.1477,12.1040,12.1040,11.9394,11.9394
193,ESP,Spain,AG.LND.ARBL.ZS,Arable land (% of land area),32.5063,32.6064,32.4243,31.8520,31.9461,31.0317,31.4939,31.3978,32.1782,31.3938,32.6924,32.5903,32.1221,31.8519,31.6654,31.3410,31.2888,31.3094,31.1847,31.1490,31.1717,31.1637,31.2196,31.3371,31.1629,31.1649,31.2030,31.1889,31.0588,30.7044,30.5502,30.4361,29.9976,29.6452,28.1215,28.9324,28.6020,27.3987,26.9562,26.8537,26.2056,25.8677,26.0752,26.0928,25.8731,25.4920,25.4519
194,LKA,Sri Lanka,AG.LND.ARBL.ZS,Arable land (% of land area),9.19061,8.92774,12.2544,12.2234,12.2698,12.2544,12.2544,12.3472,12.4400,12.5329,12.6257,12.7186,12.8114,12.9042,13.1518,13.9254,14.6991,15.4727,13.9254,13.9254,13.9254,13.2601,13.4458,13.4922,13.5541,13.7243,13.8481,13.8945,13.9409,13.9254,13.9718,14.0028,13.6160,13.6624,13.7088,13.7243,13.7398,13.7552,14.0028,14.1575,14.1730,14.4824,14.6991,13.9254,15.4727,15.4727,15.0085
195,KNA,St. Kitts and Nevis,AG.LND.ARBL.ZS,Arable land (% of land area),28.5714,28.5714,28.5714,28.5714,28.5714,28.5714,28.5714,28.5714,22.8571,22.8571,22.8571,22.8571,22.8571,22.8571,22.8571,22.8571,22.8571,22.8571,22.8571,30.7692,30.7692,30.7692,30.7692,30.7692,30.7692,30.7692,30.7692,30.7692,30.7692,30.7692,30.7692,30.7692,30.7692,26.9231,26.9231,23.0769,23.0769,23.0769,26.9231,26.9231,26.9231,26.9231,26.9231,26.9231,15.3846,15.3846,15.3846
196,LCA,St. Lucia,AG.LND.ARBL.ZS,Arable land (% of land area),8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,8.19672,3.27869,4.91803,4.91803,3.27869,3.27869,3.27869,3.27869,3.27869,3.27869,3.27869,4.91803,4.91803
197,VCT,St. Vincent and the Grenadines,AG.LND.ARBL.ZS,Arable land (% of land area),15.3846,15.3846,15.3846,15.3846,15.3846,15.3846,15.3846,15.3846,15.3846,15.3846,15.3846,15.3846,12.8205,12.8205,12.8205,12.8205,12.8205,12.8205,12.8205,12.8205,12.8205,10.2564,10.2564,10.2564,10.2564,10.2564,10.2564,10.2564,10.2564,10.2564,10.2564,10.2564,12.8205,12.8205,12.8205,12.8205,12.8205,12.8205,12.8205,12.8205,12.8205,12.8205,12.8205,12.8205,12.8205,15.3846,17.9487
198,SDN,Sudan,AG.LND.ARBL.ZS,Arable land (% of land area),4.53493,4.57702,4.61911,4.65993,4.70202,4.74327,4.78535,4.82618,4.86827,4.90951,4.95076,4.99200,5.03283,5.05682,5.09891,5.13889,5.18014,5.19613,5.19571,5.20202,5.21465,5.23990,5.26094,5.28199,5.30303,5.32407,5.34512,5.36195,5.36616,5.38721,5.40825,5.42929,6.15236,6.31313,6.80008,7.01684,6.98653,6.94445,6.89394,6.83207,6.89226,6.95244,7.59764,7.58375,8.17929,8.10059,8.13173
199,SUR,Suriname,AG.LND.ARBL.ZS,Arable land (% of land area),0.179487,0.185897,0.185897,0.205128,0.205128,0.198718,0.192308,0.192308,0.192308,0.192308,0.211539,0.211539,0.224359,0.224359,0.224359,0.224359,0.230769,0.230769,0.237180,0.256410,0.275641,0.294872,0.307692,0.320513,0.333333,0.346154,0.365385,0.365385,0.365385,0.365385,0.365385,0.365385,0.365385,0.365385,0.365385,0.365385,0.365385,0.365385,0.365385,0.365385,0.397436,0.320513,0.384615,0.371795,0.352564,0.371795,0.371795
200,SWZ,Swaziland,AG.LND.ARBL.ZS,Arable land (% of land area),7.20930,7.79070,7.50000,7.67442,8.13954,8.66279,8.89535,8.89535,8.66279,8.66279,8.66279,9.76744,9.76744,9.01163,9.70930,9.36047,8.66279,10.9302,10.6977,10.6395,7.79070,7.73256,7.73256,9.82558,8.95349,8.95349,9.53488,10.2907,11.1628,10.4651,10.6395,10.4070,10.3488,10.3488,10.3488,10.3488,10.3488,10.3488,10.3488,10.3488,10.3488,10.3488,10.3488,10.3488,10.3488,10.3488,10.3488
201,SWE,Sweden,AG.LND.ARBL.ZS,Arable land (% of land area),8.64914,8.49073,8.02525,7.93264,7.70356,7.57683,7.54515,7.37699,7.43548,7.43060,7.42573,7.37699,7.34531,7.34774,7.31606,7.30875,7.28682,7.30144,7.26488,7.25026,7.20396,7.17959,7.15765,7.13816,7.11135,7.07723,7.03336,6.98950,6.94319,6.92370,6.79209,6.73848,6.76772,6.76772,6.73604,6.84571,6.81403,6.77747,6.68730,6.58738,6.55814,6.52402,6.49721,6.47528,6.57520,6.47040,6.44116
202,CHE,Switzerland,AG.LND.ARBL.ZS,Arable land (% of land area),10.2500,10.2500,10.2500,9.80000,9.70000,9.62500,9.50000,9.37500,9.25000,9.17500,9.17500,9.17500,9.15000,9.20000,9.40000,9.40000,9.40000,9.40000,9.40000,9.77500,9.77500,9.77500,9.77500,9.77500,9.77500,9.77500,9.77500,9.77500,9.77500,9.77500,9.77500,10.1750,10.2500,10.2500,10.5750,10.5750,10.4500,10.3750,10.3750,10.3250,10.3000,10.2250,10.1750,10.2250,10.2000,10.1750,10.2000
203,SYR,Syrian Arab Republic,AG.LND.ARBL.ZS,Arable land (% of land area),33.4422,33.7360,34.2801,34.8787,34.5087,31.9567,31.9730,30.3461,30.6073,30.7487,30.7270,31.0752,30.1992,30.9174,27.8866,28.6212,27.6581,28.0172,28.4579,28.4579,28.7028,28.7735,27.6526,27.7723,27.4132,27.2772,27.0976,26.1835,26.1073,26.5807,26.1400,25.9332,25.9604,26.1835,26.1127,25.7863,25.9604,25.6230,25.5795,24.7143,25.2204,24.9918,25.1920,25.9138,25.4671,25.4302,25.7910
204,TJK,Tajikistan,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14461,6.20892,6.07316,6.03029,5.79451,5.79451,5.60160,5.60160,5.60160,5.59446,5.58017,5.58731,5.47299,5.50157,5.35867,5.07288
205,TZA,Tanzania,AG.LND.ARBL.ZS,Arable land (% of land area),5.87040,5.70106,6.88643,6.77354,6.77354,6.77354,6.77354,6.77354,6.77354,7.90246,7.90246,7.90246,7.90246,7.90246,7.90246,7.90246,7.90246,9.03138,9.03138,9.03138,9.03138,9.03138,9.03138,9.03138,10.1603,10.1603,10.1603,10.1603,10.1603,10.1603,10.1637,10.1603,10.1603,10.1603,10.1603,10.1603,10.1073,10.0474,9.99097,9.93452,10.0474,10.2732,10.6909,10.7248,10.7248,10.7248,10.1603
206,THA,Thailand,AG.LND.ARBL.ZS,Arable land (% of land area),20.3566,20.7481,21.1396,21.5311,21.9225,22.3140,22.7055,23.0970,23.4884,24.0756,24.3321,25.7394,27.2074,28.6246,29.1648,29.6815,30.8736,31.5293,31.9345,32.3259,32.9915,33.6648,33.8488,34.0602,34.6317,34.8607,35.0956,34.7002,34.4125,34.2422,34.2735,33.7411,33.4416,33.0012,32.9601,32.4199,31.7916,31.1848,31.0576,30.6407,30.4919,30.1219,29.7520,29.7520,29.7520,29.7520,29.7520
207,TMP,Timor-Leste,AG.LND.ARBL.ZS,Arable land (% of land area),4.70747,4.70747,4.70747,4.70747,4.70747,4.70747,4.84196,4.84196,4.90921,5.24546,5.24546,5.37996,5.71621,5.71621,5.71621,5.91796,6.05245,6.45595,6.72495,6.72495,6.72495,6.72495,6.72495,6.72495,6.72495,6.72495,6.72495,6.72495,6.72495,7.39745,8.06994,8.06994,8.40619,8.74244,8.74244,8.74244,8.54069,8.40619,8.06994,8.06994,9.75118,9.75118,10.0874,11.4324,11.4324,11.4324,11.4324
208,TGO,Togo,AG.LND.ARBL.ZS,Arable land (% of land area),33.0943,33.0943,33.0943,33.0943,33.0943,33.0943,33.0943,33.0943,33.0943,33.0943,33.0943,33.0943,33.0943,33.0943,33.0943,33.0943,33.0943,34.9329,35.8522,35.8522,35.8522,35.8522,35.8522,36.7715,36.7715,36.7715,37.1392,37.6908,37.6908,38.6100,38.6100,38.6100,40.4486,40.4486,40.4486,42.2872,42.8388,44.3096,46.1482,46.1482,46.1482,46.1482,46.1482,45.9643,45.7805,45.2289,45.2289
209,TON,Tonga,AG.LND.ARBL.ZS,Arable land (% of land area),16.6667,19.4444,19.4444,19.4444,20.8333,20.8333,20.8333,20.8333,23.6111,23.6111,23.6111,23.6111,23.6111,23.6111,23.6111,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,20.8333,20.8333,20.8333,20.8333,20.8333,20.8333,20.8333,20.8333,20.8333,20.8333,20.8333
210,TTO,Trinidad and Tobago,AG.LND.ARBL.ZS,Arable land (% of land area),11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.6959,11.6959,13.4503,13.6452,12.6706,12.6706,12.6706,12.6706,12.6706,11.6959,10.1365,8.77193,7.40741,7.40741,6.82261,6.82261,6.82261,7.01754,7.01754,7.01754,7.79727,7.79727,7.79727,7.79727,7.79727,7.79727,6.82261,6.82261,6.82261,6.82261,5.84795,5.84795,5.84795,5.06823,4.87329,4.87329,4.87329
211,TUN,Tunisia,AG.LND.ARBL.ZS,Arable land (% of land area),19.9537,19.9537,19.9537,20.4686,20.4686,20.4686,20.4686,20.4686,20.5072,20.5523,20.5973,20.7904,21.1766,21.4985,21.9490,22.3996,22.7021,21.9683,21.9233,20.5394,20.4042,20.3399,20.2111,20.0824,19.7606,19.5031,19.1813,18.8980,18.7307,18.7243,18.7178,18.7178,19.2263,18.2158,18.2930,18.3123,18.3123,18.5312,18.7243,18.4346,17.8553,17.8360,17.9583,17.9647,17.5721,17.9197,17.7459
212,TUR,Turkey,AG.LND.ARBL.ZS,Arable land (% of land area),29.9014,30.0547,31.0474,30.9551,30.9772,31.1838,30.9707,31.3034,32.7833,32.2142,32.4546,33.2277,33.1887,32.6923,32.3636,32.3038,32.5650,32.6430,33.4940,32.9431,33.1107,31.4424,30.7888,31.8361,31.9569,31.9088,32.4364,32.2051,32.3272,32.0245,32.0492,31.8517,31.8088,32.0998,32.0336,31.8517,31.5697,31.7542,31.5463,30.9577,30.9253,31.1760,30.3678,31.0162,30.9629,29.8637,28.4929
213,TKM,Turkmenistan,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87277,3.08344,3.40263,3.45158,3.46647,3.46860,3.51116,3.61756,3.61756,3.61756,3.78780,3.78780,3.78780,3.93676,4.00060,3.93676
214,UGA,Uganda,AG.LND.ARBL.ZS,Arable land (% of land area),15.9817,16.2354,16.5855,19.2035,19.1172,19.1578,19.1375,19.1781,19.1781,19.1781,19.2796,19.5332,19.7869,20.0406,20.4211,20.6596,20.4110,20.7002,20.7002,20.7002,20.9031,21.2075,23.3384,24.3531,24.8605,25.3678,25.3678,25.3678,25.3678,25.3678,25.4693,25.5708,25.5708,25.6723,25.6723,25.6723,25.6723,25.6723,25.6723,25.6723,25.8752,25.8752,26.3826,26.8899,27.3973,27.3973,27.9046
215,UKR,Ukraine,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5852,57.5369,57.4627,57.4540,57.2866,57.1002,56.7153,56.3908,56.2078,56.1612,56.1743,56.0638,56.0673,56.0116,56.0032,55.9854
216,ARE,United Arab Emirates,AG.LND.ARBL.ZS,Arable land (% of land area),0.0598086,0.0598086,0.0598086,0.0598086,0.0598086,0.0717703,0.0717703,0.0717703,0.0717703,0.0837321,0.0837321,0.0837321,0.0956938,0.107656,0.131579,0.131579,0.143541,0.143541,0.143541,0.191388,0.227273,0.215311,0.275120,0.287081,0.311005,0.346890,0.346890,0.346890,0.346890,0.418660,0.418660,0.454546,0.478469,0.502392,0.514354,0.550239,0.538278,0.430622,0.514354,0.717703,0.849282,0.897129,0.765550,0.765550,0.765550,0.837321,0.837321
217,GBR,United Kingdom,AG.LND.ARBL.ZS,Arable land (% of land area),29.6573,29.9095,30.0707,30.3972,30.3352,30.2732,30.2112,30.0790,29.6077,29.3556,29.4796,29.4672,29.2440,29.2109,28.3925,28.4959,28.6075,28.6695,28.2272,28.5951,28.5496,28.5744,28.5165,28.6116,28.8927,28.6860,28.6653,28.4628,27.7022,27.3633,27.1442,27.0905,25.1767,24.4327,24.5360,25.2056,26.3217,25.8463,24.4575,24.2880,23.3580,23.9160,23.3911,24.0524,23.6804,25.1891,25.1519
218,USA,United States,AG.LND.ARBL.ZS,Arable land (% of land area),19.7217,19.3357,19.6064,19.4308,19.3253,19.1840,19.0510,19.7621,20.6622,20.6066,20.5416,20.4767,20.4226,20.3595,20.3595,20.3595,20.3683,20.6088,20.6088,20.6088,20.6088,20.5007,20.5007,20.5007,20.5007,20.5007,20.2798,20.2798,20.2781,20.2726,20.2726,20.0984,19.9529,19.8646,19.8537,19.5444,19.3900,19.3015,19.1472,19.1410,19.1445,19.2078,19.2833,19.0183,18.8223,18.6129,18.6018
219,URY,Uruguay,AG.LND.ARBL.ZS,Arable land (% of land area),7.59913,7.65627,7.65627,7.71340,7.71340,7.77054,7.77054,7.82768,7.82768,7.88481,7.88481,7.88481,7.88481,7.91338,7.94195,8.01623,8.01623,8.01623,8.01623,8.01623,7.88481,7.71340,7.59913,7.42772,7.31345,7.19918,7.19918,7.19918,7.19918,7.19918,7.19918,7.31345,7.31345,7.31345,7.37059,7.54200,7.54200,7.71340,7.71340,7.84482,7.82768,7.42772,7.42772,7.42772,7.42772,7.66770,7.71340
220,UZB,Uzbekistan,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5172,10.5078,10.5031,10.5195,10.5195,10.5195,10.5195,10.5195,10.5195,10.5430,10.5407,10.5783,10.5783,10.3432,10.2257,10.1081
221,VUT,Vanuatu,AG.LND.ARBL.ZS,Arable land (% of land area),0.820345,0.820345,0.820345,0.820345,1.06645,1.06645,1.06645,1.06645,1.06645,1.23052,1.23052,1.23052,1.23052,1.23052,1.31255,1.31255,1.39459,1.39459,1.47662,1.47662,1.55866,1.55866,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069,1.64069
